Course, Grade
CHEM-563,84.67
AANB-549,-1.0
CHEM-566,82.0
CHEM-568,87.5
ASIA-348,78.61
CHEM-569,82.41
ASIA-349,72.51
ASIA-344,73.06
ASIA-345,74.35
ASIA-346,72.69
ASIA-347,75.04
ASIA-351,73.76
BIOL-121,70.54
ASIA-352,70.43
BIOL-120,67.3
ASIA-353,79.42
ASIA-354,73.53
ELEC-497,78.03
FREN-370,76.51
ELEC-498,74.6
FREN-371,73.57
RHSC-510,86.8
ASIA-350,70.08
ELEC-496,82.59
RHSC-512,82.58
ELEC-493,82.13
ELEC-494,80.93
MICB-325,80.16
ELEC-491,75.5
ELEC-492,87.23
SPAN-568,81.0
MICB-322,80.44
SPAN-567,83.07
ELEC-490,83.36
MICB-321,75.25
AMNE-333,79.38
MICB-324,71.82
AMNE-332,80.64
MICB-323,80.39
SPAN-564,81.85
GEOG-500,81.39
GEOG-501,85.5
ANAT-393,78.33
CHEM-531,85.42
CHEM-533,87.23
CHEM-534,88.53
CHEM-535,84.89
ASIA-359,74.05
VANT-151,74.31
RHSC-514,92.89
VANT-150,73.5
RHSC-515,89.71
ASIA-355,75.45
RHSC-517,86.17
ASIA-356,75.78
ASIA-357,75.2
ASIA-358,78.92
LAST-100,75.93
ASIA-362,80.0
ASIA-363,75.96
ASIA-364,74.29
BIOL-130,69.1
ASIA-365,79.14
RHSC-520,86.07
FREN-360,78.18
MICB-318,69.47
ASIA-360,80.73
ASIA-361,71.28
GEOG-508,85.15
AMNE-327,66.55
GEOG-509,89.0
GEOG-506,90.0
AMNE-325,76.63
GEOG-507,85.76
ANAT-391,75.93
AMNE-324,77.2
FNEL-301,79.29
ANAT-392,83.05
AMNE-323,74.8
GEOG-502,87.23
ANAT-390,75.91
GEOG-503,83.61
GEOG-511,80.67
VANT-148,72.62
CHEM-540,-1.0
GEOG-512,81.49
SPAN-550,86.75
GEOG-510,87.0
VANT-149,75.58
VANT-140,66.24
CHEM-549,82.54
ASIA-366,83.6
ASIA-367,77.01
ASIA-368,85.31
ASIA-369,76.83
ASIA-373,73.25
ASIA-375,77.38
ASIA-376,79.46
MICB-308,74.94
ASIA-370,84.86
MICB-307,72.34
ASIA-371,74.14
ASIA-372,74.88
FREN-351,74.47
MICB-309,59.92
AMNE-317,78.4
FREN-352,83.74
AMNE-316,83.5
CPSC-298,-1.0
FREN-353,73.04
CPSC-299,-1.0
MICB-306,76.83
AMNE-314,80.41
FREN-355,78.1
MICB-300,77.39
AMNE-312,78.6
FREN-357,75.58
MICB-302,72.64
MICB-301,77.11
FREN-349,80.16
SPAN-580,82.0
AMNE-319,79.33
AMNE-318,81.4
CHEM-513,82.74
CHEM-514,88.84
CHEM-516,86.64
CHEM-517,81.88
ASIA-377,73.97
CHEM-518,88.52
ASIA-378,75.52
CHEM-519,91.26
ASIA-379,76.87
ASIA-384,75.14
BIOL-110,64.02
ASIA-385,75.82
ASIA-386,74.26
ASIA-387,75.86
ASIA-380,82.49
ASIA-381,74.58
SOIL-499,83.33
ASIA-382,76.23
RHSC-500,87.31
SOIL-498,79.25
ASIA-383,77.18
RHSC-501,84.88
AMNE-306,75.84
FREN-341,76.74
FREN-342,72.42
FREN-343,72.33
BIOL-115,64.6
FREN-344,76.38
FREN-345,76.69
LLED-699,-1.0
AMNE-301,75.13
FREN-346,81.97
CONS-101,83.56
AMNE-300,81.58
BIOL-112,72.13
BIOL-111,70.91
FREN-348,72.12
CHEM-521,85.31
SPAN-570,86.46
CHEM-522,83.08
CHEM-523,88.9
CHEM-524,83.87
CHEM-525,80.7
RHSC-502,89.35
CHEM-526,84.88
RHSC-503,85.13
CHEM-527,85.98
RHSC-504,91.0
CHEM-528,82.0
RHSC-505,89.72
ASIA-388,72.65
CHEM-529,84.77
RHSC-506,90.86
ASIA-389,77.58
RHSC-507,85.45
RHSC-509,87.09
ELEC-578,84.87
CPSC-317,74.95
ELEC-579,86.22
CPSC-318,71.85
ELEC-576,87.75
AMNE-251,79.45
CPSC-319,81.86
ELEC-577,85.88
ELEC-574,86.75
NURS-280,87.82
ELEC-575,82.3
ELEC-573,76.67
ELEC-570,79.75
ELEC-571,83.25
CPSC-310,78.7
GEOG-539,86.25
CPSC-311,75.46
CPSC-312,77.35
GEOG-537,77.71
CPSC-313,75.96
CPSC-314,79.48
GEOG-535,85.71
CPSC-315,70.59
GEOG-536,85.29
GEOG-545,85.57
EDST-520,90.47
EDST-521,89.42
EDST-523,89.11
STAT-241,69.45
EDST-525,87.32
EDST-526,87.82
EDST-527,89.42
EDST-528,89.29
EDST-529,88.4
AGEC-201,73.52
ELEC-589,89.13
NURS-270,88.22
CPSC-320,72.72
ELEC-582,85.0
CPSC-322,75.03
GEOG-547,88.89
GEOG-556,84.52
GREK-352,80.83
GEOG-551,86.35
GEOG-552,82.87
GREK-351,82.96
GEOG-550,86.5
EDST-511,91.86
EDST-513,88.06
EDST-514,88.94
EDST-515,85.01
EDST-516,90.18
EDST-517,89.83
EDST-518,88.63
ELEC-598,85.82
ELEC-599,85.28
RHSC-530,92.8
ELEC-594,95.71
ELEC-595,84.36
ELEC-592,78.38
GEOG-519,82.29
ELEC-590,87.56
GEOG-517,82.07
ELEC-591,82.0
GEOG-518,85.21
GEOG-515,84.0
AMNE-235,76.88
GEOG-516,83.81
GEOG-514,84.0
PLAN-502,88.43
GEOG-522,86.35
PLAN-501,87.57
GEOG-523,87.0
PLAN-500,88.95
GEOG-520,84.92
GEOG-521,85.3
PLAN-506,87.3
EDST-540,83.82
PLAN-505,86.54
EDST-541,83.64
PLAN-504,84.42
EDST-542,84.91
PLAN-503,88.78
EDST-543,82.53
EDST-544,86.11
PLAN-509,88.05
EDST-545,91.09
PLAN-508,89.8
EDST-546,89.78
PLAN-507,86.26
EDST-548,87.14
NURS-290,86.74
AMNE-225,75.35
CPSC-301,81.66
MICB-212,80.78
CPSC-302,74.19
GEOG-527,87.05
MICB-211,88.35
CPSC-303,74.13
GEOG-524,84.7
CPSC-304,77.6
GEOG-525,85.37
PLAN-513,86.66
GEOG-533,86.06
PLAN-512,87.65
GEOG-534,86.4
PLAN-511,88.46
GEOG-531,86.75
PLAN-510,87.05
GEOG-532,82.0
PLAN-517,88.55
PLAN-516,91.1
GEOG-530,81.85
PLAN-515,88.23
EDST-531,91.56
PLAN-514,88.33
EDST-532,89.02
EDST-533,86.67
ANAT-448,89.85
EDST-534,91.6
SPPH-200,86.24
STAT-251,72.64
PLAN-519,92.5
EDCP-210,89.88
EDST-535,88.26
EDST-536,91.28
RHSC-549,-1.0
GRS-300,84.41
CPSC-352,73.72
RHSC-591,89.18
PLAN-524,87.08
PLAN-523,90.68
PLAN-522,89.22
CHEM-498,-1.0
PLAN-521,86.82
EDST-561,87.77
CHEM-499,-1.0
PLAN-528,92.45
PLAN-526,88.8
PLAN-525,86.48
EDST-565,89.03
ELEC-545,79.95
ELEC-546,80.59
SOIL-550,86.39
ELEC-543,87.48
ELEC-544,76.57
ELEC-542,81.82
NURS-231,76.9
NURS-230,75.8
PLAN-531,87.82
PLAN-530,86.75
CPSC-368,73.02
GEOG-599,85.83
PLAN-534,94.18
PLAN-533,89.53
PLAN-532,89.55
EDST-550,87.86
PLAN-538,86.67
EDST-552,89.07
EDST-553,89.83
EDST-554,88.61
ANAT-425,84.3
EDST-555,90.19
EDST-557,90.92
EDST-558,87.0
ELEC-547,87.84
ELEC-556,83.18
ELEC-557,87.75
ELEC-554,87.5
ELEC-553,88.67
BIOL-180,89.58
CPSC-330,81.59
SOIL-548,82.78
PLAN-542,87.42
PLAN-541,88.4
PLAN-540,89.77
EDST-590,-1.0
SOIL-549,80.58
CHEM-473,79.17
EDST-580,89.17
PLAN-545,88.25
EDST-581,88.15
EDST-582,88.92
PLAN-543,90.0
EDST-583,95.0
PLAN-549,86.77
EDST-585,87.89
PLAN-548,85.71
GEOG-560,86.57
PLAN-547,89.48
CPSC-340,80.22
EDST-587,82.5
EDST-588,87.91
ELEC-558,82.75
CPSC-349,-1.0
ELEC-567,81.63
ELEC-568,90.53
RHSC-583,87.62
ELEC-565,79.92
ELEC-566,77.98
AMNE-261,75.7
ELEC-563,74.78
AMNE-260,81.57
ELEC-564,79.43
RHSC-587,86.59
RHSC-589,86.39
SOIL-530,88.11
ELEC-560,88.35
CPSC-344,82.15
PLAN-553,88.37
PLAN-550,85.0
RHSC-581,86.45
EDST-570,88.53
AANB-504,91.52
EDST-571,88.68
EDST-572,91.17
ASIA-308,78.8
ANAT-400,81.28
ASIA-309,79.15
PLAN-559,90.38
EDST-575,85.81
EDST-576,87.46
GEOG-572,95.0
ASIA-304,82.74
EDST-577,88.25
ASIA-305,76.03
EDST-578,87.35
GEOG-570,85.25
ANAT-401,79.59
ASIA-306,76.31
EDST-579,89.42
ASIA-307,83.07
ASIA-300,78.48
ASIA-301,75.72
ANAT-405,82.12
ASIA-302,70.29
ASIA-303,71.71
CHBE-357,71.2
SOIL-520,78.59
JAPN-210,72.55
JAPN-211,73.68
SOIL-524,90.67
JAPN-212,75.46
JAPN-213,74.32
OBST-507,90.08
OBST-506,87.95
NURS-202,81.95
OBST-505,84.97
SANS-300,87.02
PLAN-561,91.59
OBST-504,85.82
PSYC-403,71.54
PSYC-402,74.1
OBST-512,91.3
PSYC-401,77.43
PLAN-565,85.86
OBST-511,90.0
PSYC-400,77.15
OBST-510,83.57
CHBE-350,74.5
CHBE-351,72.39
PSYC-409,80.28
CHBE-352,74.24
PSYC-408,83.55
CHBE-353,76.24
PSYC-407,74.38
CHBE-355,75.65
CHBE-356,75.09
PSYC-404,74.88
CHBE-346,72.78
ELEC-501,85.59
ELEC-502,90.91
SOIL-510,85.17
PLAN-571,85.15
SOIL-515,83.54
PLAN-570,87.28
SOIL-514,86.58
JAPN-200,74.48
SOIL-513,84.38
JAPN-201,74.56
PLAN-575,89.61
JAPN-202,75.89
JAPN-203,74.92
SOIL-518,81.3
PLAN-573,86.71
SOIL-517,84.55
PLAN-572,85.72
SOIL-516,83.82
PLAN-579,89.06
OBST-503,83.3
OBST-502,83.02
OBST-501,85.58
BIOF-520,91.01
ELEC-507,89.67
ELEC-505,79.3
ELEC-506,78.01
CHBE-344,73.52
CHBE-345,74.49
SOIL-500,-1.0
PLAN-582,88.83
SOIL-504,87.06
PLAN-581,88.12
SOIL-503,84.65
PLAN-580,88.19
SOIL-502,84.27
SOIL-501,81.01
PLAN-586,88.34
PLAN-583,88.82
PLAN-589,87.95
PLAN-588,87.17
PLAN-587,90.0
PSYC-421,78.36
PSYC-420,71.99
CHBE-370,77.55
CHBE-373,74.42
CHBE-376,80.46
GREK-301,82.55
PSYC-427,79.69
GREK-302,70.11
ELEC-523,85.49
ELEC-524,83.2
ELEC-521,83.54
PLAN-593,82.55
PLAN-592,87.82
PLAN-591,80.52
PLAN-590,90.53
PLAN-597,91.05
PLAN-596,85.97
PLAN-595,90.0
PSYC-414,81.93
PSYC-413,75.71
PLAN-599,87.24
PSYC-412,76.6
BIOF-501,90.37
CHBE-362,81.69
CHBE-363,81.9
CHBE-364,82.3
PSYC-418,78.33
CHBE-365,80.13
PSYC-417,87.5
CHBE-366,83.06
PSYC-415,71.95
JAPN-250,73.24
JAPN-251,73.1
ARBC-101,83.05
ARBC-102,81.64
OBST-549,85.79
STAT-203,74.68
STAT-200,74.25
STAT-201,81.08
GREK-325,83.54
PHYS-649,-1.0
CHBE-381,74.73
EDST-508,87.97
EDST-509,86.04
EDST-500,81.47
EDST-501,83.86
EDST-502,85.01
EDST-503,88.5
EDST-504,87.46
EDST-505,91.59
EDST-506,84.36
EDST-507,88.37
BIOF-540,90.45
ENPH-459,84.34
FRST-536,85.8
FRST-537,85.76
FRST-538,87.15
FRST-539,88.82
NURS-601,-1.0
NURS-608,80.02
FRST-530,86.45
FRST-531,86.6
NURS-609,86.71
FRST-532,88.1
FRST-533,84.73
FRST-534,87.07
FRST-535,87.2
ACAM-350,84.17
ITAL-430,80.91
FRST-525,83.0
FRST-526,78.13
FRST-527,86.75
FRST-528,83.79
FRST-529,88.05
FRST-521,84.38
FRST-522,86.75
FRST-523,86.22
FRST-524,84.53
ITAL-420,79.62
CHIN-101,75.61
CHIN-100,75.73
CHIN-103,76.0
FRST-558,86.19
CHIN-102,75.65
FRST-559,85.0
PCTH-548,91.63
CHIN-105,75.65
NURS-624,85.69
CHIN-104,72.22
NURS-623,88.22
CHIN-107,74.99
PCTH-549,87.88
CHIN-108,74.74
FRST-550,-1.0
FRST-551,86.04
FRST-553,85.04
FRST-555,90.55
FRST-556,87.9
FRST-557,83.63
FRST-547,86.88
ITAL-403,76.54
FRST-548,86.82
ITAL-404,79.89
FRST-549,-1.0
ITAL-405,69.0
ITAL-408,75.43
ITAL-409,79.27
FRST-543,84.73
FRST-544,89.66
FRST-545,88.78
FRST-546,86.13
LWS-517,85.23
LWS-515,82.35
LWS-516,86.61
ITAL-401,82.75
ITAL-402,83.58
MDVL-440,76.4
SPAN-280,79.98
ACAM-320,86.78
LWS-510,86.54
POLI-649,-1.0
ENPH-480,87.63
ENPH-481,80.5
LWS-501,83.0
CHBE-699,-1.0
BAMS-580,86.53
ENPH-479,84.31
HEBR-479,85.6
FRST-516,85.24
FRST-517,86.71
FRST-519,89.71
OSOT-301,83.17
FRST-510,82.11
FRST-512,90.0
CHBE-697,-1.0
LFS-252,77.26
BAMS-590,91.25
LFS-250,80.17
FRST-503,88.02
FRST-504,86.98
FRST-505,88.67
FRST-506,89.93
FNEL-282,77.98
FRST-507,87.41
FRST-508,86.35
FNEL-281,76.14
FRST-500,96.14
FRST-502,82.0
FREN-451,81.06
FREN-453,79.55
FREN-455,76.54
FREN-457,74.97
CHEM-210,79.64
ISCI-434,91.94
CHEM-211,73.98
CHEM-213,68.48
CHEM-215,80.18
CHEM-218,70.21
ISCI-433,81.62
EDCP-391,-1.0
EDCP-392,96.0
EDCP-390,86.45
FOOD-258,76.58
FOOD-259,69.29
FREN-442,82.2
ISCI-448,94.17
CHEM-223,66.59
CSIS-200,80.74
CHEM-225,79.05
BIOC-300,73.05
FREN-430,80.67
BIOC-301,79.29
BIOC-302,71.18
BIOC-303,72.41
BIOC-304,76.69
FREN-426,83.58
FREN-427,74.44
FREN-428,83.0
ISCI-411,82.49
ACAM-300,78.67
ASIA-699,-1.0
FNEL-242,73.33
FREN-420,87.0
FREN-421,70.71
FREN-422,79.86
FREN-423,73.94
FREN-424,79.5
FREN-425,78.63
FREN-415,75.46
EDST-493,85.27
FREN-416,85.3
FREN-417,85.1
CHEM-201,71.94
FREN-418,81.3
CHEM-202,69.48
FREN-419,77.16
CHEM-203,66.77
CHEM-204,68.3
HESO-449,95.0
CHEM-205,73.3
CHEM-208,70.92
ISCI-422,79.4
ELEC-379,80.98
EDCP-362,81.01
ELEC-374,76.12
ELEC-372,80.07
FREN-495,78.82
ELEC-373,74.36
SPAN-207,77.83
ELEC-370,75.1
SPAN-206,77.49
ELEC-371,82.74
FREN-498,86.5
SPAN-205,78.75
FREN-499,81.38
SPAN-203,81.64
SPAN-202,73.02
SPAN-201,73.41
SPAN-200,73.43
EOSC-310,74.36
AMNE-440,84.4
ELEC-389,80.93
EDCP-351,92.13
FREN-480,81.0
EDCP-352,-1.0
FREN-482,73.82
FREN-483,73.38
ELEC-383,83.86
FREN-484,77.75
FREN-485,70.0
ELEC-381,79.83
FREN-486,77.25
ELEC-382,79.61
ELEC-380,77.31
FREN-489,85.0
EDCP-355,-1.0
EDCP-356,-1.0
EDCP-354,-1.0
EDCP-357,-1.0
AGEC-498,72.74
EOSC-326,76.16
EOSC-327,70.81
EOSC-328,77.82
EOSC-329,71.62
EOSC-322,74.65
EOSC-323,75.54
FREN-470,79.19
EOSC-324,66.36
EOSC-325,77.61
FREN-472,80.13
FREN-473,80.86
FREN-474,76.04
FREN-475,71.86
FREN-476,78.36
FREN-477,84.2
ELEC-391,79.8
FREN-478,76.55
NORD-332,78.13
SPAN-222,79.8
NORD-333,76.93
SPAN-221,78.08
NORD-334,76.57
SPAN-220,77.28
NORD-336,82.64
NORD-338,80.95
NORD-339,77.79
EOSC-330,77.69
EOSC-331,74.49
ISCI-451,77.71
EOSC-332,76.16
EOSC-315,75.52
EOSC-316,80.48
EDCP-373,-1.0
EOSC-311,75.34
EDCP-374,-1.0
EOSC-312,77.11
EDCP-371,-1.0
FREN-460,77.03
EOSC-314,73.79
FREN-462,74.33
FREN-464,78.42
FREN-465,75.92
FNEL-202,83.11
MDVL-490,88.8
FREN-468,83.0
FNEL-201,83.86
EDCP-377,88.71
EDCP-378,-1.0
EDCP-375,-1.0
EOSC-320,72.15
EOSC-321,72.02
ENVR-300,82.98
ISCI-461,92.33
ELEC-457,75.76
AMNE-373,80.05
ELEC-455,77.21
AMNE-372,78.7
ELEC-456,72.05
AMNE-371,81.8
ELEC-453,77.22
ELEC-454,78.35
ELEC-451,77.15
ELEC-452,74.79
CRWR-547,92.8
ELEC-450,85.36
CRWR-549,94.61
GEOG-419,78.77
LING-101,76.65
GEOG-417,73.04
LING-100,75.87
AMNE-377,77.56
AMNE-376,84.25
GEOG-423,75.24
GEOG-424,78.44
EDCP-328,95.46
EDCP-329,90.21
GEOG-422,76.59
SOCI-102,74.65
EDST-400,95.8
EDCP-322,-1.0
EOSC-351,75.3
EDST-401,-1.0
EDCP-323,-1.0
EOSC-352,76.95
EDST-402,-1.0
EDCP-320,-1.0
EOSC-353,74.64
EDST-403,-1.0
SOCI-100,70.0
EOSC-354,73.73
EDST-404,-1.0
SOCI-101,71.26
EDCP-326,90.65
EDCP-327,88.89
ELEC-459,82.22
EDCP-325,93.45
EOSC-350,76.37
ELEC-468,75.5
AMNE-363,78.9
ELEC-466,76.87
ELEC-467,85.05
CRWR-539,91.71
EOSC-333,79.52
ELEC-464,77.86
RHSC-201,85.01
ELEC-465,73.17
RHSC-202,84.0
ELEC-462,73.06
ELEC-463,80.0
ELEC-460,69.74
ELEC-461,74.9
GEOG-429,75.33
AMNE-367,77.67
GEOG-428,77.69
AMNE-366,78.7
GEOG-426,73.87
DMED-500,88.92
DMED-503,92.1
GEOG-432,75.17
CRWR-530,91.6
EDCP-311,-1.0
EOSC-340,76.21
RHSC-205,83.44
SPPH-300,89.79
EDCP-312,89.93
EDCP-315,84.05
EDCP-313,83.37
SPPH-302,88.05
EDCP-314,99.0
SPPH-301,85.24
ELEC-479,78.68
AMNE-351,75.51
EXCH-381,-1.0
ELEC-478,67.68
EXCH-380,-1.0
EDCP-340,-1.0
ELEC-475,84.09
ELEC-476,81.2
ELEC-473,72.7
ELEC-474,79.0
ISCI-490,91.09
ELEC-471,82.76
ELEC-470,67.83
AMNE-356,78.6
CHEM-151,63.13
AMNE-355,73.57
BAEN-510,84.2
CHEM-154,70.04
GEOG-401,70.63
GEOG-402,77.12
EDCP-344,90.45
EOSC-373,70.43
EDCP-342,-1.0
EDST-425,84.62
EDCP-343,89.34
EDST-426,81.3
EDST-427,83.42
EDCP-349,-1.0
EOSC-370,72.74
EDST-428,84.03
EOSC-371,71.8
EDST-429,83.57
ISCI-499,-1.0
EOSC-372,73.48
ISCI-498,-1.0
AMNE-341,76.97
ELEC-488,82.94
ELEC-489,83.71
EOSC-355,78.26
ELEC-487,73.25
ELEC-485,70.04
BIOC-398,-1.0
ELEC-482,72.2
BIOC-399,-1.0
CRWR-558,92.7
ELEC-483,75.43
AMNE-348,78.38
ELEC-480,74.44
GEOG-407,74.92
ELEC-481,77.06
GEOG-408,72.59
AMNE-346,77.7
GEOG-405,75.98
GEOG-406,71.62
CRWR-555,90.22
GEOG-403,80.0
GEOG-404,70.79
GEOG-412,78.95
BAEN-500,81.33
CRWR-550,-1.0
BAEN-503,79.3
GEOG-410,76.69
BAEN-502,85.12
GEOG-411,74.18
BAEN-505,80.54
BAEN-504,81.74
BAEN-507,81.62
HINU-300,85.39
BAEN-506,82.35
BAEN-509,84.76
EDCP-333,-1.0
EDCP-334,-1.0
EDCP-331,-1.0
EDCP-332,-1.0
ELEC-413,78.71
ELEC-411,87.67
ELEC-412,85.88
CRWR-506,92.64
SCIE-113,77.05
CRWR-507,90.75
CRWR-508,88.0
CRWR-509,90.55
CRWR-503,92.17
CRWR-504,92.25
CRWR-505,93.04
FREN-410,79.94
FREN-411,78.26
FREN-412,82.17
CHEM-130,72.26
FREN-413,76.29
RMST-280,85.07
CRWR-501,93.77
FREN-414,75.04
ANAT-550,-1.0
GEOG-468,72.15
CHEM-135,83.51
FREN-407,79.5
FREN-408,73.7
FREN-409,76.28
GEOG-464,73.57
GEOG-461,77.78
GEOG-460,71.21
AGEC-515,85.35
ELEC-419,81.9
ELEC-415,74.88
AGEC-520,78.93
AGEC-521,80.96
ELEC-422,77.55
ELEC-421,77.31
NURS-590,83.33
NURS-591,95.28
FREN-400,74.04
NURS-596,88.68
FREN-401,81.63
NURS-595,81.68
CHEM-141,81.8
FREN-402,83.12
NURS-599,84.75
GEOG-472,75.04
GEOG-470,75.55
GEOG-471,81.97
ANAT-548,89.13
ANAT-549,85.7
AMNE-395,86.33
ELEC-433,79.98
AGEC-530,83.24
ELEC-434,74.0
ELEC-431,75.23
FOOD-300,74.42
AMNE-392,76.7
ELEC-432,85.63
FOOD-301,75.15
FOOD-302,72.99
FOOD-303,76.83
CRWR-525,92.0
CRWR-520,92.67
FOOD-308,71.73
CRWR-521,94.3
FOOD-309,73.63
GEOG-439,82.25
CRWR-522,-1.0
CRWR-523,94.64
CHEM-110,73.41
PLAN-425,82.88
EDCP-308,-1.0
CHEM-111,70.19
EDCP-309,89.09
GEOG-446,77.78
CHEM-112,69.68
CHEM-113,70.21
CHEM-115,82.43
GEOG-442,81.77
GEOG-440,76.94
EDCP-301,-1.0
EDCP-304,87.82
EDCP-305,86.68
EDCP-302,-1.0
EDCP-303,89.09
AGEC-540,81.79
AMNE-383,88.26
CRWR-517,91.03
ELEC-442,70.69
AGEC-547,85.03
AMNE-381,74.19
CRWR-519,97.4
ELEC-441,77.96
CRWR-514,93.32
CRWR-515,92.73
CRWR-516,93.63
GEOG-449,80.75
CRWR-510,90.85
CRWR-511,90.8
GEOG-447,82.29
CHEM-120,71.74
GEOG-448,83.93
CHEM-121,69.02
GEOG-456,75.4
CHEM-122,70.3
GEOG-457,74.32
CHEM-123,71.26
EDST-451,94.78
HESO-400,75.75
GEOG-453,74.02
EDST-454,-1.0
GEOG-450,78.45
EDST-455,-1.0
SCIE-120,84.96
AGEC-549,82.4
ANAT-527,90.19
BAMS-523,81.55
BAMS-521,83.32
BAMS-522,83.96
FRST-490,80.97
FRST-491,80.72
BAMS-520,85.78
FRST-492,79.18
ARBC-420,83.98
POLI-571,88.17
NURS-560,87.33
POLI-572,85.83
SOIL-649,-1.0
NURS-564,91.25
NURS-567,71.8
POLI-562,86.0
ANAT-510,85.39
POLI-563,81.93
RMST-234,84.69
POLI-564,86.56
POLI-565,83.88
FRST-495,77.91
ANAT-511,87.7
FRST-497,78.88
ANAT-512,91.55
FRST-498,83.98
ANAT-517,80.0
FRST-499,82.0
LWS-550,85.24
ANAT-515,88.0
ANAT-516,84.06
LWS-548,84.38
JAPN-320,73.84
JAPN-321,74.9
NURS-550,82.22
JAPN-322,74.86
POLI-561,81.33
JAPN-323,75.85
NURS-552,85.22
NURS-551,85.61
NURS-554,85.61
NURS-553,83.26
NURS-556,91.14
NURS-557,92.5
POLI-551,85.4
POLI-552,81.81
POLI-553,83.69
RMST-222,69.35
RMST-221,78.61
SPPH-381,88.79
FRST-485,84.05
FRST-486,79.35
ANAT-501,81.25
ANAT-504,86.67
BAEN-590,84.33
CHIN-180,77.36
NURS-581,85.85
ARBC-400,81.43
NURS-580,84.51
JAPN-310,83.37
JAPN-311,77.02
JAPN-312,75.99
NURS-585,84.85
JAPN-314,74.03
JAPN-315,76.23
NURS-586,81.77
NURS-588,89.95
GEOG-485,74.04
GEOG-484,73.1
GEOG-481,73.57
ELEC-402,74.18
ELEC-403,75.37
ELEC-400,81.76
ELEC-401,89.41
AGEC-502,79.62
AGEC-503,70.86
LWS-525,86.63
BAMS-550,80.67
AGEC-501,79.82
NURS-570,87.06
POLI-580,86.34
BAEN-580,82.07
NURS-572,91.27
JAPN-300,72.97
NURS-571,90.8
JAPN-301,72.46
NURS-574,85.75
JAPN-302,73.73
JAPN-303,73.09
NURS-576,86.59
NURS-578,96.18
NURS-577,84.6
GEOG-498,77.01
GEOG-499,78.41
GEOG-496,75.77
GEOG-497,73.94
POLI-574,81.36
GEOG-494,75.86
GEOG-495,81.16
GEOG-493,71.32
AGEC-508,78.2
ELEC-404,78.98
NURS-520,87.75
NURS-522,86.83
NURS-527,85.22
FRST-451,77.29
FRST-452,81.43
FRST-456,92.5
JAPN-360,74.07
JAPN-361,75.84
CHIN-110,76.85
DMED-540,-1.0
CHIN-112,76.19
NURS-510,90.88
CHIN-111,76.21
CHIN-114,77.31
FRST-448,-1.0
NURS-512,88.52
CHIN-113,75.59
FRST-449,82.35
LFS-303,83.9
NURS-511,85.04
LFS-302,82.26
CHIN-115,76.38
CHIN-118,76.51
CHIN-117,76.0
CRWR-570,90.29
FRST-442,70.1
FRST-443,80.02
FRST-444,79.91
FRST-445,77.93
FRST-446,-1.0
FRST-447,-1.0
BAMS-501,82.19
BAMS-502,81.36
BAMS-500,84.57
FRST-470,79.11
RMST-220,74.87
BAEN-550,81.53
CHIN-141,80.34
CHIN-143,78.88
NURS-541,86.44
NURS-540,85.67
PCTH-500,84.33
NURS-543,82.37
CHIN-144,84.53
NURS-542,84.62
NURS-547,90.41
PCTH-501,88.11
NURS-546,82.07
PCTH-502,86.63
NURS-549,85.2
STAT-100,68.58
NURS-548,85.69
BAMS-509,81.0
BAMS-507,77.92
FRST-475,88.2
BAMS-508,82.38
BAMS-506,82.3
BAMS-503,82.48
BAMS-504,83.68
BAMS-510,79.35
HEBR-405,81.57
BAEN-541,80.83
NURS-530,87.15
BAEN-540,81.85
CHIN-131,80.12
CHIN-134,79.07
CRWR-599,92.8
BAEN-542,86.29
CHIN-133,79.54
NURS-531,88.5
BAEN-545,85.8
PCTH-514,-1.0
BAEN-547,84.67
PCTH-512,89.21
BAEN-546,85.0
NURS-535,86.96
PCTH-513,88.22
BAEN-549,81.64
RMST-202,83.15
CRWR-590,90.0
NURS-537,89.17
RMST-201,78.8
BAMS-518,85.04
BAMS-517,82.4
BAMS-514,81.83
BAMS-515,86.06
MINE-699,-1.0
MINE-698,88.2
ITAL-322,85.83
CHIN-200,76.2
CHIN-202,77.19
SPAN-365,77.99
CHIN-201,75.84
FNEL-191,89.12
SPAN-364,79.34
CHIN-204,78.01
SPAN-363,76.41
CHIN-203,75.63
CHIN-205,77.84
CHIN-208,77.14
CHIN-207,77.17
PCTH-649,-1.0
CHBE-502,92.7
CHBE-505,89.89
CHBE-506,81.31
LFS-350,82.51
SPAN-358,74.79
SPAN-357,78.12
SPAN-356,75.08
SPAN-355,76.77
ITAL-304,78.89
FNEL-180,80.31
FRST-649,-1.0
ENVR-200,80.46
LFS-340,82.51
CHIN-220,76.8
ITAL-300,79.23
ITAL-301,81.23
ITAL-302,80.43
CHIN-221,78.9
ITAL-303,77.41
NURS-501,80.84
CHIN-223,80.77
POLI-501,82.91
NURS-503,80.15
POLI-502,82.75
NURS-502,83.02
POLI-503,82.67
NURS-505,83.11
NURS-504,83.92
NURS-507,90.69
NURS-506,90.98
NURS-509,94.78
NURS-508,88.59
POLI-504,87.67
CHIN-211,77.05
CHIN-210,76.34
CHIN-213,78.31
CHIN-212,76.18
CHIN-215,77.63
CHIN-214,77.75
CHIN-217,78.17
CHIN-218,78.66
FIPR-101,79.1
CHBE-557,86.0
CHBE-559,85.13
BIOC-400,82.65
BIOC-402,73.44
BIOC-403,73.4
BIOC-404,80.66
POLI-522,83.43
